K120,9,11,1,1,1,1,1
K120,11,13,1,1,1,1,1
K120,17,19,0,1,0,1,1
K120,7,9,1,1,1,1,1
K122,9,11,1,1,1,1,1
K122,11,13,1,1,1,1,1
K122,13,15,1,1,1,1,1
K122,15,17,1,1,1,1,1
K122,17,19,0,1,0,1,1
K122,7,9,1,1,1,1,1
K123,7,9,1,1,1,1,1
K123,9,11,1,1,1,1,1
K123,11,13,1,1,1,1,1
K123,13,15,1,1,1,0,1
K123,13,17,0,0,0,1,0
K123,15,17,0,1,0,0,0
K123,17,19,0,0,1,0,0
K123,16,19,1,0,0,0,0
K124,7,9,1,1,1,1,1
K124,9,11,1,1,1,1,1
K124,13,17,0,0,1,0,0
K124,11,13,1,1,1,1,1
K124,13,15,0,1,0,1,1
K124,15,17,0,1,0,1,1
K124,17,19,0,1,0,1,1
K124,13,16,1,0,0,0,0
K124,16,19,1,0,0,0,0
K128,11,13,1,1,1,1,1
K128,13,15,0,1,1,1,0
K128,15,17,0,1,0,1,0
K128,17,19,0,1,0,1,0
K128,9,11,1,1,1,1,1
K128,7,9,1,1,1,1,1
K128,14,17,1,0,0,0,0
K611,11,13,1,1,1,1,1
K611,7,9,1,1,1,1,0
K611,9,11,1,1,1,1,1
K611,13,15,1,1,1,1,1
K611,15,17,1,1,0,1,1
K611,17,19,1,1,1,1,1
K613,13,17,0,0,1,0,0
K613,9,11,1,1,1,1,1
K613,11,13,1,1,1,1,1
K613,13,15,1,0,0,0,0
K613,15,17,1,0,0,0,0
K613,17,19,1,0,0,0,0
K613,7,9,1,1,1,1,0
K615,11,13,1,1,1,1,1
K615,13,15,1,1,1,1,0
K615,15,17,1,1,1,1,0
K615,17,19,1,1,1,1,0
K615,7,9,1,1,1,1,0
K615,9,11,1,1,1,1,1
K617,7,9,1,1,1,1,1
K617,9,11,1,1,1,1,1
K617,11,13,1,1,1,1,1
K617,13,15,1,0,0,0,0
K617,15,17,1,0,0,0,0
K617,17,19,1,0,0,0,0
K617,13,16,0,1,1,1,0
K617,16,19,0,1,1,1,0
K618,9,11,1,1,1,1,1
K618,11,13,1,1,1,1,1
K618,13,17,0,0,0,0,1
K618,7,9,1,1,1,1,1
K618,13,15,0,0,1,0,0
K618,15,17,0,0,1,0,0
K618,17,19,0,0,1,0,0
K618,16,19,1,0,0,0,0
K618,13,16,1,0,0,0,0
L106,11,13,0,0,0,1,0
L106,7,9,0,1,0,1,0
L106,13,15,0,1,0,1,0
L106,18,21,1,0,0,1,1
L106,15,18,0,0,0,1,0
L106,9,12,1,1,0,0,0
L106,8,11,0,0,1,0,0
L106,13,16,1,0,1,0,0
L110,21,23,1,1,1,1,0
L110,19,21,0,1,1,1,0
L110,13,15,1,1,1,1,0
L110,15,19,1,0,0,0,0
L110,15,17,0,0,1,1,1
L110,7,9,1,1,1,1,0
L110,7,11,0,0,0,0,1
L110,9,11,1,1,1,1,0
L110,11,13,0,1,1,1,1
L114,7,9,1,1,1,1,1
L114,13,15,1,1,1,1,1
L114,9,13,0,0,0,0,1
L114,11,13,1,1,1,1,0
L114,15,17,1,1,1,1,0
L114,9,11,1,1,1,1,0
L118,17,19,0,1,0,1,0
L118,19,23,0,1,0,0,0
L118,9,11,1,1,1,0,0
L118,7,9,1,1,0,1,0
L118,16,19,0,0,1,0,1
L118,13,15,1,1,1,1,0
L118,10,11,0,0,0,1,0
L118,11,13,1,1,1,1,0
L118,7,11,0,0,0,0,1
L118,15,17,0,1,0,1,0
L120,19,21,1,0,1,0,0
L120,21,23,1,0,1,0,0
L120,16,19,1,0,0,0,0
L120,13,15,1,1,1,1,1
L120,7,9,0,1,1,1,1
L120,11,13,1,0,0,1,0
L120,9,11,0,1,0,1,1
L120,9,13,0,0,1,0,0
L120,15,17,0,1,1,1,1
L120,7,11,1,0,0,0,0
L128,8,10,0,0,0,0,1
L128,13,19,1,1,1,1,0
L128,7,13,1,1,1,1,0
L128,16,19,0,0,0,0,1
L128,10,13,0,0,0,0,1
L142,13,15,1,1,0,1,0
L142,9,11,1,1,1,1,1
L142,15,17,0,1,0,0,1
L142,17,19,0,1,0,0,1
L142,11,13,1,1,0,1,1
L142,7,9,1,1,1,1,1
L142,13,16,0,0,1,0,0
L144,19,21,1,1,1,1,0
L144,7,9,1,1,1,1,1
L144,11,13,1,1,1,1,1
L144,9,11,1,1,1,1,1
L144,15,17,1,1,0,1,0
L144,13,15,1,1,1,1,1
L144,21,23,1,0,1,0,0
L148,17,19,1,1,1,1,1
L148,7,9,1,1,1,1,1
L148,9,11,1,1,1,1,1
L148,13,15,1,1,1,1,1
L148,11,13,1,1,1,1,1
L148,15,17,1,1,1,1,0
L150,19,21,1,0,1,0,0
L150,21,23,1,1,0,1,0
L150,15,17,1,1,0,1,1
L150,9,11,1,1,1,1,1
L150,11,13,1,1,1,1,1
L150,7,9,1,1,1,1,1
L150,13,15,1,1,1,1,1
L150,17,19,1,1,1,1,0
L154,15,17,1,0,0,1,0
L154,16,19,0,1,1,0,0
L154,17,21,0,0,0,1,0
L154,7,9,1,1,1,1,1
L154,13,15,1,1,1,1,1
L154,9,11,1,1,1,1,1
L154,11,13,1,1,1,1,1
L154,15,16,0,0,1,0,0
L160,19,21,0,1,0,1,1
L160,19,23,0,0,1,0,0
L160,21,23,0,1,0,1,0
L160,11,13,1,1,1,1,1
L160,7,9,0,1,1,1,1
L160,15,17,1,1,1,1,1
L160,9,11,1,1,1,1,1
L160,13,15,1,1,1,1,1
L164,19,21,1,1,1,1,1
L164,21,23,0,1,0,1,0
L164,15,17,0,1,1,1,0
L164,13,15,1,1,1,1,1
L164,11,13,1,1,1,1,0
L164,17,19,0,1,0,0,0
L164,7,9,1,1,1,0,0
L164,7,11,0,0,0,0,1
L164,9,11,1,1,1,1,0
L206,19,21,1,1,1,1,1
L206,21,23,1,1,1,1,0
L206,17,19,0,1,0,0,0
L206,15,17,1,1,1,1,1
L206,7,9,0,1,1,1,1
L206,11,13,1,1,1,1,0
L206,13,15,1,1,1,1,1
L206,9,11,1,1,1,1,0
L206,9,13,0,0,0,0,1
L210,19,21,1,1,1,1,0
L210,21,23,1,1,1,1,0
L210,7,9,1,1,1,1,1
L210,15,17,1,1,1,1,0
L210,17,19,1,1,1,1,0
L210,13,15,1,1,1,1,1
L210,11,13,1,1,1,1,1
L210,9,11,1,1,1,1,1
L214,19,21,1,1,1,1,0
L214,21,23,1,0,1,0,0
L214,11,13,1,1,1,1,1
L214,16,19,0,1,0,0,0
L214,17,19,1,0,1,1,0
L214,7,9,0,1,1,1,1
L214,13,15,1,1,1,1,0
L214,9,11,1,1,1,1,1
L214,15,17,1,0,1,0,0
L216,17,19,1,1,1,0,0
L216,19,23,0,1,0,0,0
L216,21,23,1,0,1,0,0
L216,19,21,1,0,1,0,0
L216,15,19,0,0,0,1,0
L216,15,17,1,1,1,0,0
L216,13,15,1,1,1,1,1
L216,7,11,0,0,0,0,1
L216,7,9,1,1,1,1,0
L216,11,13,1,1,1,1,1
L216,9,11,1,1,1,1,0
L218,15,17,1,0,1,1,1
L218,7,9,1,1,1,1,1
L218,9,11,1,1,1,1,1
L218,13,15,1,1,1,1,1
L218,11,13,1,1,1,1,1
L222,19,21,1,1,1,1,1
L222,21,23,1,1,0,1,0
L222,17,19,1,1,0,1,0
L222,10,13,0,1,0,1,0
L222,9,12,1,0,0,0,0
L222,7,9,1,1,1,1,0
L222,13,16,1,0,1,0,0
L222,13,15,0,1,0,1,0
L222,16,19,0,0,1,0,0
L222,7,11,0,0,0,0,1
L222,11,13,0,0,1,0,0
L222,15,17,0,1,0,1,0
L222,15,18,0,0,0,0,1
L222,11,14,0,0,0,0,1
L222,9,11,0,0,1,0,0
L224,19,23,0,0,0,1,0
L224,19,21,1,0,1,0,1
L224,21,23,1,0,1,0,0
L224,13,15,0,1,1,1,0
L224,11,15,1,0,0,0,0
L224,15,17,1,1,1,1,0
L224,17,19,1,1,1,0,0
L224,9,11,1,1,1,1,1
L224,11,13,0,1,1,1,1
L224,7,9,1,1,1,1,0
L224,13,16,0,0,0,0,1
L232,16,19,1,0,0,0,0
L232,7,9,0,0,0,1,0
L232,9,11,0,0,0,1,0
L232,13,19,0,1,1,0,0
L232,13,17,0,0,0,1,1
L232,7,13,1,0,0,0,1
L232,7,11,0,1,1,0,0
L232,17,19,0,0,0,1,0
L232,11,13,0,1,1,1,0
L232,13,16,1,0,0,0,0
L234,19,21,1,1,1,1,1
L234,21,23,0,1,0,1,0
L234,17,18,0,1,0,0,0
L234,17,19,1,0,1,0,0
L234,7,9,0,1,1,1,1
L234,13,15,1,0,1,1,0
L234,15,17,1,0,1,1,0
L234,9,11,1,1,1,1,1
L234,11,13,1,1,1,1,1
L234,13,16,0,1,0,0,0
L238,19,21,1,1,1,1,0
L238,21,23,1,0,1,0,0
L238,9,11,1,1,1,1,1
L238,7,9,1,1,1,1,1
L238,15,17,1,1,1,1,1
L238,11,13,1,1,1,1,1
L238,13,15,1,1,1,1,1
L242,19,21,1,1,1,1,1
L242,21,23,1,1,0,1,0
L242,15,17,1,0,1,0,0
L242,13,15,1,1,1,1,1
L242,7,9,1,1,1,1,1
L242,9,11,1,1,1,1,1
L242,11,13,1,1,1,1,1
L250,17,19,1,0,1,0,0
L250,19,21,1,0,1,0,1
L250,21,23,1,0,1,0,0
L250,7,9,1,0,0,0,1
L250,15,17,0,1,1,0,0
L250,13,15,0,1,1,1,0
L250,14,17,0,0,0,0,1
L250,16,19,0,0,0,1,0
L250,11,13,1,1,1,1,1
L250,13,17,1,0,0,0,0
L250,7,11,0,0,1,0,0
L250,9,11,0,1,0,1,1
L260,13,19,0,1,1,0,0
L260,13,17,0,0,0,1,1
L260,7,13,1,0,0,0,1
L260,7,11,0,1,1,0,0
L260,11,13,0,1,1,1,0
L260,13,15,1,0,0,0,0
L260,8,11,0,0,0,1,0
L260,16,19,1,0,0,0,0
L260,17,19,0,0,0,1,0
L274,9,11,0,1,0,1,1
L274,11,13,1,1,1,1,1
L274,13,15,1,1,1,1,1
L274,15,17,0,0,1,1,1
L274,7,9,1,1,1,1,1
L310,15,17,0,1,1,1,0
L310,19,21,1,1,1,1,1
L310,21,23,0,0,0,0,1
L310,7,9,1,1,1,1,1
L310,13,15,1,1,1,1,1
L310,9,11,1,1,1,1,1
L310,11,13,1,1,1,1,1
L324,17,19,0,1,0,1,0
L324,7,9,1,1,1,1,1
L324,11,13,1,1,1,1,1
L324,13,15,1,1,1,1,1
L324,9,11,1,1,1,1,1
L324,15,17,1,1,1,1,0
L324,19,21,0,0,0,1,0
L324,18,21,0,0,1,0,0
L324,19,22,1,0,0,0,0
L328,19,21,1,1,1,1,0
L328,15,17,0,1,1,1,0
L328,13,15,0,1,1,1,1
L328,17,19,0,1,1,1,0
L328,7,9,1,1,1,1,1
L328,11,13,1,1,1,1,0
L328,13,16,1,0,0,0,0
L328,16,19,1,0,0,0,0
L328,9,11,1,1,1,1,1
L330,19,21,1,1,1,1,0
L330,21,23,1,0,1,1,0
L330,13,15,1,1,1,1,1
L330,15,17,1,1,1,1,0
L330,17,19,0,1,1,1,0
L330,7,9,1,1,1,1,1
L330,9,11,1,1,1,1,1
L330,11,13,1,1,1,1,1
L332,19,21,1,1,1,1,1
L332,9,11,1,1,1,1,1
L332,13,15,1,0,1,1,0
L332,7,9,1,1,1,1,1
L332,15,17,1,1,1,1,0
L332,17,19,1,1,1,1,0
L332,11,13,1,1,1,1,1
L332,21,23,0,1,0,1,0
L336,17,19,1,1,1,1,0
L336,13,16,0,0,1,0,0
L336,13,14,1,0,0,0,1
L336,14,15,1,0,0,0,1
L336,15,16,0,0,0,0,1
L336,16,17,0,0,0,0,1
L336,9,10,1,0,0,0,0
L336,10,11,1,0,0,0,0
L336,7,9,1,0,1,0,1
L336,15,17,1,1,0,0,0
L336,11,13,1,1,0,1,1
L336,13,15,0,1,0,0,0
L336,9,12,0,0,1,0,0
L336,13,17,0,0,0,1,0
L336,9,11,0,1,0,1,1
L336,19,21,1,0,0,0,0
L338,8,12,0,0,0,0,1
L338,17,19,0,1,1,1,0
L338,9,11,0,1,0,1,0
L338,13,16,0,0,1,0,0
L338,20,23,0,1,0,0,0
L338,11,13,1,1,1,1,0
L338,8,11,0,0,1,0,0
L338,13,15,1,1,0,1,1
L338,18,22,1,0,0,0,1
L338,7,11,1,0,0,0,0
L338,15,17,0,1,0,1,0
L338,7,9,0,1,0,1,0
L376A,12,15,0,0,1,0,1
L401,7,9,0,1,0,1,0
L401,11,13,1,1,1,1,0
L401,9,11,0,0,1,0,1
L408,21,23,0,1,0,1,0
L408,19,23,1,0,0,0,0
L408,9,11,1,1,1,0,1
L408,7,11,0,0,0,1,0
L408,13,15,1,1,1,1,0
L408,16,19,0,0,1,0,0
L408,7,9,0,1,1,0,1
L408,11,13,1,1,1,1,0
L408,15,17,0,1,0,1,0
L408,14,17,0,0,0,0,1
L408,17,19,1,1,0,1,0
L408,19,21,0,1,0,1,0
L408,15,16,0,0,1,0,0
L410,19,21,1,0,1,0,0
L410,13,15,1,1,1,1,0
L410,7,9,1,1,1,1,1
L410,17,19,1,0,0,0,0
L410,11,14,0,0,0,0,1
L410,15,17,0,1,1,1,0
L410,15,16,0,0,0,0,1
L410,17,18,0,0,1,0,0
L410,9,11,1,1,1,1,1
L410,11,13,1,1,1,1,0
L414,17,19,1,1,1,1,0
L414,11,13,1,1,1,1,1
L414,15,17,1,1,1,1,1
L414,13,15,1,1,1,1,0
L414,9,11,1,1,1,1,1
L414,7,9,1,1,1,1,0
L414,19,21,1,1,1,1,0
L418,19,23,0,0,1,0,0
L418,9,11,0,1,0,1,0
L418,11,13,0,1,0,1,0
L418,10,13,1,0,1,0,1
L418,13,16,1,1,1,1,0
L418,16,19,1,1,1,1,1
L418,7,10,1,0,0,0,1
L418,7,9,0,1,1,1,0
L418,19,21,1,0,0,1,0
L418,19,22,0,1,0,0,0
L422,15,17,0,1,0,0,0
L422,16,19,0,0,0,1,0
L422,11,15,0,0,0,0,1
L422,13,15,1,1,0,1,0
L422,13,16,0,0,1,0,0
L422,9,11,1,1,1,1,0
L422,11,13,1,1,1,1,0
L422,8,11,0,0,0,0,1
L422,19,21,0,0,1,0,0
L422,7,9,0,1,1,1,0
L422,19,22,0,0,0,1,0
L422,15,19,0,0,0,0,1
L422,18,22,1,0,0,0,0
L428,13,15,1,1,0,1,1
L428,7,9,0,1,0,1,0
L428,9,11,0,1,1,1,1
L428,19,21,1,0,0,0,0
L428,17,19,0,0,0,1,0
L428,11,13,1,1,1,1,1
L428,13,16,0,0,1,0,0
L428,19,22,0,0,1,0,0
L428,7,8,0,0,1,0,0
L428,15,17,1,0,0,0,0
L428,16,19,0,0,1,0,0
L428,15,18,0,1,0,0,0
L438,11,13,0,1,1,1,0
L438,15,17,0,0,1,0,1
L438,13,15,0,0,1,0,1
L438,7,9,0,1,1,1,1
L438,9,11,0,1,1,1,0
L438,19,21,1,0,1,0,0
L438,13,16,1,1,0,1,0
L438,19,22,0,1,0,1,0
L438,7,10,1,0,0,0,0
L438,17,19,1,1,1,0,1
L438,10,13,1,0,0,0,1
L438,16,19,0,0,0,1,0
L442,9,11,1,1,1,1,1
L442,11,13,1,1,1,1,1
L442,15,17,1,1,1,1,0
L442,13,15,1,1,1,0,1
L442,17,19,1,0,1,1,1
L442,7,9,0,1,1,1,1
L446,13,15,1,1,1,1,1
L446,19,23,0,0,1,1,0
L446,15,19,1,0,1,0,0
L446,19,21,1,0,0,0,0
L446,17,19,0,1,0,1,0
L446,11,13,1,1,1,1,1
L446,7,9,0,1,1,1,0
L446,7,11,0,0,0,0,1
L446,9,11,1,1,1,1,0
L446,15,17,0,1,0,1,0
L450,19,23,1,0,0,0,0
L450,19,21,0,0,0,1,0
L450,9,12,0,0,0,0,1
L450,18,22,0,0,1,0,0
L450,13,15,1,1,1,1,1
L450,11,13,1,1,1,1,0
L450,9,11,1,1,1,1,0
L450,7,9,1,1,1,1,1
L450,15,17,0,1,1,1,1
L450,17,19,1,0,0,1,0
L452,19,23,1,0,0,0,0
L452,7,9,0,1,1,1,0
L452,17,19,1,1,1,1,0
L452,7,11,0,0,0,0,1
L452,9,11,1,1,1,1,0
L452,11,13,1,1,1,1,1
L452,15,17,1,0,1,1,0
L452,13,15,1,1,1,1,0
L452,13,16,0,0,0,0,1
L454,17,19,1,1,1,1,0
L454,19,21,1,1,1,1,0
L454,7,9,1,1,1,1,0
L454,11,13,1,1,1,1,1
L454,15,17,1,1,1,1,0
L454,13,15,1,1,1,1,0
L454,9,11,1,1,0,1,1
L454,21,23,0,1,0,1,0
L456,9,11,1,1,1,1,0
L456,11,13,1,1,1,1,0
L456,17,19,1,0,1,1,1
L456,7,9,0,1,1,1,1
L456,13,15,1,0,1,0,1
L456,15,17,1,1,1,1,0
L456,13,14,0,1,0,0,0
L462,15,17,1,1,1,1,0
L462,7,9,1,1,1,1,0
L462,11,13,1,1,1,1,0
L462,13,15,1,1,1,0,0
L462,9,11,1,1,1,1,1
L462,17,19,1,0,1,1,0
L462,14,17,0,0,0,0,1
L464,13,15,1,1,1,1,1
L464,11,13,1,1,1,1,0
L464,15,17,1,1,1,1,0
L464,17,19,0,1,0,0,0
L464,19,21,0,1,0,0,0
L464,9,11,1,1,1,1,1
L464,7,9,1,1,1,1,0
L480,11,13,1,1,1,1,1
L480,7,9,1,1,1,1,1
L480,19,21,1,0,0,0,0
L480,17,19,1,1,0,1,0
L480,9,11,1,1,1,1,1
L480,15,16,0,0,0,0,1
L480,15,17,0,0,1,1,0
L480,16,17,0,1,0,0,0
L480,13,14,0,1,1,0,0
L480,13,15,1,0,0,1,0
L481,17,19,0,1,0,0,0
L481,7,9,1,1,1,1,0
L481,15,17,0,1,1,1,0
L481,15,19,0,0,0,0,1
L481,18,21,0,0,1,0,0
