sala,inicio,fim,seg,ter,qua,qui,sex
DPTO,15,17,0,1,0,0,0
L658,17,19,0,0,1,0,0
PIUES,17,19,0,0,0,1,0
L210,15,17,0,1,0,0,0
L526,15,17,0,0,0,1,0
L222,15,17,0,0,0,1,0
PIUES,15,17,0,0,0,1,0
LAB,14,16,0,0,0,0,1
LIENG,14,17,0,0,0,0,1
DPTO,14,17,0,0,0,0,1
L518,14,17,0,0,0,0,1
L250,14,17,0,0,0,0,1
L408,14,17,0,0,0,0,1
L462,14,17,0,0,0,0,1
L510,14,17,0,0,0,0,1
L520,14,17,0,0,0,0,1
PIUES,14,17,0,0,0,0,1
L522,14,17,0,0,0,0,1
L546,14,17,0,0,0,0,1
FB6,13,15,0,0,0,0,1
F400,11,13,0,0,1,0,0
F502,21,23,0,0,0,1,0
F602,11,13,1,0,0,0,0
F606,13,15,0,0,0,0,1
F606,19,21,1,0,0,0,0
F200,15,17,0,1,0,0,0
F200,15,17,0,0,0,1,0
L154,11,13,0,0,0,0,1
L238,11,13,0,0,0,0,1
L238,13,15,0,0,0,0,1
L776,15,17,0,0,0,0,1
L110,15,17,0,0,0,0,1
I009,9,11,1,0,0,0,0
I011,15,17,0,0,0,0,1
L160,19,21,0,0,0,0,1
L408,17,19,1,0,0,0,0
L330,17,19,0,0,1,0,0
L110,7,9,0,0,1,0,0
L278,7,9,0,0,0,0,1
I011,9,11,1,0,0,0,0
I011,11,13,0,0,0,0,1
I012,13,15,1,0,0,0,0
I012,15,17,0,0,0,0,1
L144,21,23,1,0,0,0,0
L144,21,23,0,0,1,0,0
F602,11,13,0,0,1,0,0
L442,13,15,0,0,0,0,1
F502,21,23,0,0,0,0,1
F602,13,15,0,1,0,0,0
F602,13,15,0,0,0,1,0
F606,13,15,0,1,0,0,0
F606,13,15,0,0,0,1,0
F602,19,21,0,1,0,0,0
F606,19,21,0,0,0,1,0
FB6,15,17,0,1,0,0,0
F301,11,13,1,0,0,0,0
F400,9,11,1,0,0,0,0
F502,21,23,0,1,0,0,0
F410,11,13,0,0,1,0,0
F400A,11,13,0,0,0,0,1
F410,19,21,0,0,0,0,1
F402,11,13,1,0,0,0,0
F401,11,13,0,0,0,1,0
F610,11,13,0,1,0,0,0
F201A,11,13,0,0,0,1,0
F610,19,21,0,1,0,0,0
F610,19,21,0,0,0,1,0
F202,9,11,0,0,0,1,0
L442,11,13,0,0,0,0,1
F502,19,21,0,0,0,1,0
F401,11,13,0,1,0,0,0
F400,9,11,0,0,0,1,0
F202,19,21,0,1,0,0,0
F410,11,13,0,1,0,0,0
F506,11,13,0,0,0,1,0
L522,9,11,1,0,0,0,0
F402,7,9,0,0,1,0,0
F602,9,11,0,1,0,0,0
F502,9,11,0,0,0,1,0
F402,21,23,1,0,0,0,0
F402,21,23,0,0,1,0,0
F506,11,13,0,0,1,0,0
F308,21,23,1,0,0,0,0
F406,11,13,0,0,0,0,1
F201,19,21,1,0,0,0,0
F401,9,11,0,1,0,0,0
F200A,11,13,0,0,0,0,1
F202,7,9,0,1,0,0,0
F202,7,9,0,0,0,1,0
F506,19,21,0,1,0,0,0
F506,19,21,0,0,0,0,1
F401,9,11,0,0,1,0,0
L481,9,11,0,0,0,1,0
F202,11,13,0,1,0,0,0
F201A,11,13,0,0,0,0,1
F400,19,21,0,0,0,1,0
F400,21,23,0,0,0,0,1
F201A,11,13,0,1,0,0,0
F300,11,13,0,0,1,0,0
L508,9,11,1,0,0,0,0
I008,11,13,0,0,0,1,0
F402,19,21,0,0,1,0,0
F202,21,23,0,0,0,0,1
F300,11,13,1,0,0,0,0
F300,11,13,0,1,0,0,0
F202,19,21,0,0,0,1,0
F308,21,23,0,0,0,0,1
F506,9,11,0,0,1,0,0
F502,19,21,0,1,0,0,0
L581,9,11,1,0,0,0,0
F606,11,13,0,0,0,0,1
F300,19,21,0,1,0,0,0
F506,19,21,0,0,0,1,0
L452,9,11,0,1,0,0,0
L462,9,11,0,0,0,0,1
F202,21,23,1,0,0,0,0
F400A,21,23,0,0,1,0,0
F401,11,13,0,0,1,0,0
F301A,9,11,0,0,0,1,0
F302,19,21,1,0,0,0,0
F202,19,21,0,0,1,0,0
L542,9,11,0,1,0,0,0
L508,9,11,0,0,0,0,1
F202,21,23,0,0,0,1,0
F202,19,21,0,0,0,0,1
F400A,11,13,0,1,0,0,0
F201A,7,9,0,1,0,0,0
F301A,7,9,0,0,0,0,1
FB6,9,11,1,0,0,0,0
FB6,9,11,0,0,1,0,0
F401,19,21,0,0,0,1,0
F401,19,21,0,0,0,0,1
F310,9,11,0,1,0,0,0
F410,9,11,0,0,0,0,1
F602,7,9,0,1,0,0,0
F602,7,9,0,0,0,1,0
F310,19,21,0,1,0,0,0
F402,19,21,0,0,0,1,0
F201A,11,13,0,0,1,0,0
F606,11,13,0,0,0,1,0
F410,21,23,0,0,0,0,1
F606,11,13,0,1,0,0,0
F400A,7,9,0,0,0,0,1
F402,9,11,0,0,1,0,0
F606,21,23,0,0,0,0,1
F606,7,9,0,0,0,1,0
F300,9,11,0,0,0,0,1
F201A,19,21,0,0,1,0,0
F308,19,21,0,0,0,0,1
F301A,7,9,0,0,1,0,0
L120,9,11,0,0,0,0,1
FB6,19,21,0,1,0,0,0
F410,19,21,0,0,0,1,0
F402,7,9,0,0,0,1,0
F402,7,9,0,0,0,0,1
F201A,19,21,1,0,0,0,0
F201A,19,21,0,1,0,0,0
F401,21,23,1,0,0,0,0
L224,19,21,0,0,0,0,1
F610,15,17,0,0,0,1,0
F402,9,11,0,1,0,0,0
F310,9,11,0,0,0,1,0
F610,9,11,0,1,0,0,0
F610,9,11,0,0,0,1,0
F406,11,13,1,0,0,0,0
F400A,11,13,0,0,1,0,0
F410,19,21,0,1,0,0,0
F602,19,21,0,0,0,1,0
F301A,11,13,0,1,0,0,0
F610,11,13,0,0,0,1,0
F201A,21,23,0,0,0,1,0
FB6,21,23,0,0,0,0,1
F506,9,11,0,1,0,0,0
F301,9,11,0,0,0,1,0
F606,11,13,1,0,0,0,0
F610,11,13,0,0,1,0,0
F400,21,23,0,0,0,1,0
F200A,21,23,0,0,0,0,1
F400A,7,9,0,0,0,1,0
F606,11,13,0,0,1,0,0
F610,9,11,0,0,1,0,0
F402,19,21,0,1,0,0,0
F402,11,13,0,1,0,0,0
F400,11,13,0,0,0,1,0
L224,11,13,0,0,1,0,0
F410,11,13,0,0,0,0,1
F506,21,23,1,0,0,0,0
F201A,19,21,0,0,0,1,0
FB6,11,13,0,1,0,0,0
FB6,11,13,0,0,0,1,0
F400,11,13,1,0,0,0,0
F202,11,13,0,0,1,0,0
F400,21,23,1,0,0,0,0
F400,21,23,0,0,1,0,0
FB6,9,11,0,1,0,0,0
FB6,9,11,0,0,0,1,0
F506,11,13,0,1,0,0,0
F402,11,13,0,0,0,1,0
F410,19,21,0,0,1,0,0
F602,21,23,0,0,0,1,0
F400A,9,11,0,0,1,0,0
F401,9,11,0,0,0,0,1
F201A,7,9,1,0,0,0,0
F202,9,11,0,0,1,0,0
F506,7,9,1,0,0,0,0
F301A,9,11,0,0,1,0,0
F610,21,23,1,0,0,0,0
F610,21,23,0,0,1,0,0
F410,9,11,0,1,0,0,0
F410,9,11,0,0,0,1,0
F400,11,13,0,1,0,0,0
L428,11,13,0,0,0,1,0
F300,19,21,1,0,0,0,0
F606,21,23,0,0,1,0,0
F201A,9,11,0,0,1,0,0
F506,11,13,0,0,0,0,1
F300,7,9,0,1,0,0,0
F300,11,13,0,0,0,1,0
F202,21,23,0,1,0,0,0
F610,21,23,0,0,0,1,0
F410,9,11,1,0,0,0,0
L508,7,9,0,0,1,0,0
F602,19,21,1,0,0,0,0
F310,19,21,0,0,1,0,0
F202,9,11,1,0,0,0,0
F201A,21,23,0,0,0,0,1
F402,11,13,0,0,0,0,1
F606,19,21,0,1,0,0,0
F502,7,9,1,0,0,0,0
F410,7,9,0,0,1,0,0
F610,7,9,0,0,0,1,0
F402,9,11,0,0,0,0,1
F201A,21,23,1,0,0,0,0
F201A,21,23,0,1,0,0,0
F410,11,13,0,0,0,1,0
F301A,7,9,1,0,0,0,0
F201A,7,9,0,0,0,1,0
F602,7,9,0,0,1,0,0
F610,7,9,0,0,0,0,1
F300,21,23,1,0,0,0,0
F400,21,23,0,1,0,0,0
FB6,7,9,0,1,0,0,0
FB6,7,9,0,0,0,1,0
F602,9,11,0,0,1,0,0
F602,9,11,0,0,0,0,1
F506,21,23,0,1,0,0,0
F506,21,23,0,0,0,1,0
F506,7,9,0,1,0,0,0
F506,7,9,0,0,0,1,0
F610,7,9,0,0,1,0,0
F602,7,9,0,0,0,0,1
F410,21,23,0,1,0,0,0
F410,21,23,0,0,0,1,0
F502,7,9,0,1,0,0,0
F300,7,9,0,0,0,1,0
F401,7,9,0,1,0,0,0
F401,7,9,0,0,0,1,0
F402,21,23,0,1,0,0,0
F402,21,23,0,0,0,1,0
F301A,11,13,0,0,0,0,1
F302,9,11,0,0,0,0,1
F401,21,23,0,0,0,0,1
F401,7,9,0,0,0,0,1
L150,7,9,0,0,1,0,0
F402,19,21,0,0,0,0,1
F201,11,13,0,1,0,0,0
F202,11,13,0,0,0,1,0
L508,9,11,0,1,0,0,0
F606,9,11,0,0,0,1,0
F502,9,11,0,1,0,0,0
F201A,9,11,0,0,0,1,0
F410,21,23,1,0,0,0,0
F410,21,23,0,0,1,0,0
F610,9,11,1,0,0,0,0
F301A,9,11,0,0,0,0,1
F200A,19,21,0,1,0,0,0
F302,19,21,0,0,0,1,0
F410,9,11,0,0,1,0,0
FB6,9,11,0,0,0,0,1
F400,19,21,0,1,0,0,0
FB6,19,21,0,0,0,1,0
F400,9,11,0,1,0,0,0
F402,9,11,0,0,0,1,0
F502,19,21,1,0,0,0,0
F502,19,21,0,0,1,0,0
FB6,11,13,1,0,0,0,0
FB6,11,13,0,0,1,0,0
F401,11,13,1,0,0,0,0
F610,9,11,0,0,0,0,1
F606,21,23,0,1,0,0,0
F506,21,23,0,0,0,0,1
F606,9,11,1,0,0,0,0
F401,9,11,1,0,0,0,0
F400,19,21,0,0,0,0,1
FB6,7,9,1,0,0,0,0
FB6,7,9,0,0,1,0,0
F300,9,11,1,0,0,0,0
F300,9,11,0,0,1,0,0
F410,19,21,1,0,0,0,0
F300,19,21,0,0,1,0,0
F300,7,9,1,0,0,0,0
F400A,9,11,0,1,0,0,0
F302,19,21,0,0,1,0,0
F302,19,21,0,0,0,0,1
F401,11,13,0,0,0,0,1
F206,21,23,0,0,0,0,1
F201,9,11,0,0,0,0,1
F502,9,11,1,0,0,0,0
F400,7,9,0,0,1,0,0
F602,11,13,0,1,0,0,0
F602,11,13,0,0,0,1,0
F610,17,19,1,0,0,0,0
F606,17,19,0,0,1,0,0
F401,19,21,1,0,0,0,0
F401,19,21,0,0,1,0,0
F202,11,13,1,0,0,0,0
F202,11,13,0,0,0,0,1
F201A,9,11,0,1,0,0,0
F602,9,11,0,0,0,1,0
F400,19,21,1,0,0,0,0
F400,19,21,0,0,1,0,0
F301,11,13,0,0,1,0,0
F300,11,13,0,0,0,0,1
F310,19,21,0,0,0,1,0
F310,19,21,0,0,0,0,1
F308,7,9,0,0,0,0,1
L514,11,13,0,0,0,0,1
I004,7,9,0,1,0,0,0
I004,7,9,0,0,0,1,0
L504,17,19,0,0,0,0,1
F606,17,19,0,1,0,0,0
F602,17,19,0,0,1,0,0
F602,17,19,0,0,0,1,0
FB6,13,15,1,0,0,0,0
F606,15,17,0,1,0,0,0
F606,13,15,0,0,1,0,0
FB6,21,23,1,0,0,0,0
F602,21,23,0,0,1,0,0
FB6,21,23,0,0,0,1,0
F606,7,9,1,0,0,0,0
F606,9,11,0,1,0,0,0
F606,7,9,0,0,0,0,1
F400A,9,11,1,0,0,0,0
F301A,7,9,0,1,0,0,0
F400,9,11,0,0,1,0,0
L480,9,11,0,1,0,0,0
F400A,7,9,0,0,1,0,0
F400,9,11,0,0,0,0,1
F506,19,21,1,0,0,0,0
F506,19,21,0,0,1,0,0
F502,19,21,0,0,0,0,1
F502,9,11,0,0,1,0,0
F502,9,11,0,0,0,0,1
F202,9,11,0,1,0,0,0
F506,9,11,0,0,0,1,0
F506,21,23,0,0,1,0,0
F401,21,23,0,0,0,1,0
F610,7,9,1,0,0,0,0
F410,7,9,0,0,0,0,1
F206,7,9,1,0,0,0,0
F206,7,9,0,0,1,0,0
F206,21,23,0,1,0,0,0
F206,21,23,0,0,0,1,0
F606,7,9,0,0,1,0,0
F201,7,9,0,0,0,0,1
F502,7,9,0,0,1,0,0
F606,19,21,0,0,0,0,1
F602,7,9,1,0,0,0,0
F506,7,9,0,0,0,0,1
F410,7,9,0,1,0,0,0
F410,7,9,0,0,0,1,0
F402,7,9,0,1,0,0,0
F502,7,9,0,0,0,1,0
F310,19,21,1,0,0,0,0
F401,19,21,0,1,0,0,0
F402,9,11,1,0,0,0,0
F300,7,9,0,0,1,0,0
F302,11,13,1,0,0,0,0
I008,11,13,0,0,1,0,0
F201A,9,11,1,0,0,0,0
F506,7,9,0,0,1,0,0
F610,19,21,1,0,0,0,0
F610,19,21,0,0,1,0,0
F506,9,11,1,0,0,0,0
F506,9,11,0,0,0,0,1
F301A,9,11,0,1,0,0,0
L480,9,11,0,0,0,1,0
FB6,19,21,1,0,0,0,0
FB6,19,21,0,0,1,0,0
F202,7,9,1,0,0,0,0
F201A,7,9,0,0,1,0,0
F401,7,9,1,0,0,0,0
F401,7,9,0,0,1,0,0
F310,21,23,1,0,0,0,0
F202,21,23,0,0,1,0,0
L408,7,9,0,1,0,0,0
L408,7,9,0,0,0,0,1
L524,7,9,0,1,0,0,0
L524,7,9,0,0,0,0,1
FB6,17,19,0,0,0,0,1
L428,9,11,0,0,0,0,1
F400,11,13,0,0,0,0,1
F301,19,21,0,0,0,0,1
F201,15,17,0,0,0,0,1
F408,19,21,0,0,0,1,0
FB6,7,9,0,0,0,0,1
F406,11,13,0,0,1,0,0
F602,11,13,0,0,0,0,1
F201A,19,21,0,0,0,0,1
L310,11,13,0,0,0,0,1
DPTO,11,13,0,0,0,1,0
F506,11,13,1,0,0,0,0
F408,11,13,0,0,0,0,1
F610,11,13,0,0,0,0,1
L452,9,11,0,0,0,1,0
F202,9,11,0,0,0,0,1
F400,7,9,0,1,0,0,0
F300,7,9,0,0,0,0,1
L508,7,9,0,1,0,0,0
F400A,9,11,0,0,0,0,1
L582,7,9,0,1,0,0,0
L518,7,9,0,0,0,0,1
F406,7,9,0,1,0,0,0
F202,7,9,0,0,0,0,1
F610,7,9,0,1,0,0,0
F400,7,9,0,0,0,0,1
F400A,7,9,0,1,0,0,0
L506,7,9,0,0,0,0,1
L120,7,9,0,1,0,0,0
L504,7,9,0,0,0,0,1
F606,7,9,0,1,0,0,0
F502,7,9,0,0,0,0,1
L480,7,9,0,1,0,0,0
L480,7,9,0,0,0,0,1
F301,7,9,0,1,0,0,0
F408,7,9,0,0,0,0,1
L570,7,9,0,1,0,0,0
F206,7,9,0,0,0,0,1
DPTO,8,11,0,0,1,0,0
DPTO,14,17,0,0,0,1,0
DPTO,10,13,0,1,0,0,0
DPTO,15,18,0,0,0,1,0
DPTO,14,17,1,0,0,0,0
L148,17,19,0,1,0,0,0
L148,17,19,0,0,0,1,0
I005,11,13,0,1,0,0,0
I005,11,13,0,0,0,1,0
I012,11,13,0,1,0,0,0
I012,11,13,0,0,0,1,0
I004,13,15,0,1,0,0,0
I004,13,15,0,0,0,1,0
I012,13,15,0,1,0,0,0
I012,13,15,0,0,0,1,0
K101,13,15,0,0,1,0,0
K101,13,15,0,0,0,0,1
K103,13,15,0,0,1,0,0
K103,13,15,0,0,0,0,1
K104,13,15,0,0,1,0,0
K114,13,15,0,0,0,0,1
K101,15,17,0,0,1,0,0
K101,15,17,0,0,0,0,1
K103,15,17,0,0,1,0,0
K103,15,17,0,0,0,0,1
K104,15,17,0,0,1,0,0
K114,15,17,0,0,0,0,1
K101,17,19,0,0,1,0,0
K101,17,19,0,0,0,0,1
K103,17,19,0,0,1,0,0
K103,17,19,0,0,0,0,1
K104,17,19,0,0,1,0,0
K114,17,19,0,0,0,0,1
L516,17,19,0,1,0,0,0
L130,17,19,0,0,0,1,0
L140,7,9,1,0,0,0,0
L516,7,9,0,0,1,0,0
L114,7,9,0,0,0,0,1
L114,7,9,1,0,0,0,0
L140,7,9,0,0,1,0,0
L130,7,9,0,0,0,0,1
L140,13,15,1,0,0,0,0
L134,13,15,0,0,1,0,0
L114,13,15,0,0,0,0,1
L130,15,17,1,0,0,0,0
L164,15,17,0,0,1,0,0
L460,15,17,0,0,0,0,1
L140,15,17,1,0,0,0,0
L516,15,17,0,0,1,0,0
L140,15,17,0,0,0,0,1
L450,9,11,0,1,0,0,0
L130,9,11,0,0,0,1,0
L464,9,11,0,0,0,0,1
L450,11,13,0,1,0,0,0
L464,11,13,0,0,0,1,0
L134,11,13,0,0,0,0,1
L140,17,19,1,0,0,0,0
L516,17,19,0,0,1,0,0
L148,17,19,0,0,0,0,1
L450,7,9,0,1,0,0,0
L464,7,9,0,0,0,1,0
L450,7,9,0,0,0,0,1
L528,13,16,1,0,0,0,0
K126,13,16,1,0,0,0,0
L142,13,15,0,1,0,0,0
L514,13,15,0,0,0,1,0
L130,13,15,0,0,0,0,1
L130,15,17,0,1,0,0,0
L450,15,17,0,0,0,1,0
L450,15,17,0,0,0,0,1
L130,7,9,0,1,0,0,0
L514,7,9,0,0,0,1,0
L582,7,9,0,0,0,0,1
L516,9,11,0,1,0,0,0
L142,9,11,0,0,0,1,0
L142,9,11,0,0,0,0,1
L516,13,15,0,1,0,0,0
L142,13,15,0,0,0,1,0
L464,13,15,0,0,0,0,1
L464,15,17,0,1,0,0,0
L452,15,17,0,0,0,1,0
L142,15,17,0,0,0,0,1
L452,17,19,0,1,0,0,0
L452,17,19,0,0,0,1,0
L142,17,19,0,0,0,0,1
L140,11,13,0,1,0,0,0
L130,11,13,0,0,0,1,0
L142,11,13,0,0,0,0,1
L118,15,17,0,1,0,0,0
L218,15,17,0,0,0,1,0
L218,15,17,0,0,0,0,1
L516,7,9,0,1,0,0,0
L142,7,9,0,0,0,1,0
L142,7,9,0,0,0,0,1
L142,9,11,0,1,0,0,0
L516,9,11,0,0,0,1,0
L512,9,11,0,0,0,0,1
L142,11,13,0,1,0,0,0
L516,11,13,0,0,0,1,0
L512,11,13,0,0,0,0,1
L164,13,15,0,1,0,0,0
L464,13,15,0,0,0,1,0
L164,13,15,0,0,0,0,1
L164,15,17,0,1,0,0,0
L516,15,17,0,0,0,1,0
L130,15,17,0,0,0,0,1
L142,17,19,0,1,0,0,0
L450,17,19,0,0,0,1,0
L130,17,19,0,0,0,0,1
L336,19,21,1,0,0,0,0
L408,19,21,0,1,0,0,0
L408,19,21,0,0,0,1,0
L142,7,9,0,1,0,0,0
L516,7,9,0,0,0,1,0
L464,11,13,0,1,0,0,0
L452,11,13,0,0,0,1,0
L464,13,15,0,1,0,0,0
L452,13,15,0,0,0,1,0
L164,11,13,0,1,0,0,0
L142,11,13,0,0,0,1,0
L164,17,19,0,1,0,0,0
L516,17,19,0,0,0,1,0
L408,17,19,0,1,0,0,0
L408,17,19,0,0,0,1,0
L516,9,11,1,0,0,0,0
L130,9,11,0,0,1,0,0
L516,9,11,0,0,0,0,1
L140,11,13,1,0,0,0,0
L134,11,13,0,0,1,0,0
L460,11,13,0,0,0,0,1
L114,13,15,1,0,0,0,0
L460,13,15,0,0,1,0,0
L460,13,15,0,0,0,0,1
L464,7,9,0,1,0,0,0
L140,7,9,0,0,0,1,0
L140,7,9,0,0,0,0,1
L516,7,9,1,0,0,0,0
L464,7,9,0,0,1,0,0
L516,7,9,0,0,0,0,1
DPTO,7,9,0,0,0,1,0
DPTO,14,16,0,0,0,1,0
DPTO,7,9,0,0,0,0,1
L140,9,11,1,0,0,0,0
L140,9,11,0,0,1,0,0
L514,9,11,0,0,0,0,1
L148,7,9,1,0,0,0,0
L148,7,9,0,0,1,0,0
L130,7,9,1,0,0,0,0
L164,7,9,0,0,1,0,0
L516,11,13,1,0,0,0,0
L516,11,13,0,0,1,0,0
L452,13,15,1,0,0,0,0
L450,13,15,0,0,1,0,0
L164,7,9,0,1,0,0,0
L148,7,9,0,0,0,1,0
L452,13,15,0,1,0,0,0
L164,13,15,0,0,0,1,0
L542,15,17,0,1,0,0,0
L460,15,17,0,0,0,1,0
L148,7,9,0,0,0,0,1
L148,9,11,0,0,0,0,1
L148,13,15,0,0,0,0,1
L130,9,11,1,0,0,0,0
L142,9,11,0,0,1,0,0
L460,13,15,0,1,0,0,0
L130,13,15,0,0,0,1,0
L450,15,17,0,1,0,0,0
L164,15,17,0,0,0,1,0
L148,11,13,0,0,0,0,1
DPTO,7,11,0,0,1,0,0
DPTO,7,9,0,0,0,1,0
L570,13,15,1,0,0,0,0
,11,13,0,0,0,0,1
L114,9,13,0,0,0,0,1
L464,7,9,1,0,0,0,0
L130,7,9,0,0,1,0,0
L514,11,13,1,0,0,0,0
L140,11,13,0,0,1,0,0
L514,17,19,1,0,0,0,0
L514,17,19,0,0,1,0,0
L148,7,9,0,1,0,0,0
L114,7,9,0,0,0,1,0
L164,7,11,0,0,0,0,1
L514,15,17,1,0,0,0,0
L514,15,17,0,0,1,0,0
PIUES,7,11,0,0,0,0,1
L130,13,15,0,1,0,0,0
L460,13,15,0,0,0,1,0
L164,13,15,1,0,0,0,0
L140,13,15,0,0,1,0,0
L514,13,17,0,0,0,0,1
L218,7,9,0,1,0,0,0
L218,7,9,0,0,0,1,0
DPTO,9,13,0,1,0,0,0
L142,7,9,0,0,1,0,0
L140,11,13,0,0,0,0,1
L140,9,11,0,0,0,0,1
L446,19,23,0,0,0,1,0
L214,17,19,1,0,0,0,0
L214,17,19,0,0,1,0,0
L526,9,11,1,0,0,0,0
L514,7,9,1,0,0,0,0
L148,15,17,0,1,0,0,0
L148,15,17,0,0,0,1,0
L148,13,15,1,0,0,0,0
L148,13,15,0,0,1,0,0
L148,17,19,1,0,0,0,0
L148,17,19,0,0,1,0,0
L452,15,17,1,0,0,0,0
L452,15,17,0,0,1,0,0
L148,9,11,1,0,0,0,0
L148,9,11,0,0,1,0,0
L164,11,13,1,0,0,0,0
L164,11,13,0,0,1,0,0
L148,11,13,0,1,0,0,0
L148,11,13,0,0,0,1,0
L460,9,11,0,1,0,0,0
L460,9,11,0,0,0,1,0
L114,11,13,0,1,0,0,0
L114,11,13,0,0,0,1,0
L148,13,15,0,1,0,0,0
L148,13,15,0,0,0,1,0
L148,15,17,1,0,0,0,0
L148,15,17,0,0,1,0,0
L114,15,17,0,1,0,0,0
L114,15,17,0,0,0,1,0
L464,9,11,0,1,0,0,0
L114,9,11,0,0,0,1,0
L514,11,13,0,1,0,0,0
L514,11,13,0,0,0,1,0
L114,11,13,1,0,0,0,0
L114,11,13,0,0,1,0,0
L114,9,11,1,0,0,0,0
L114,9,11,0,0,1,0,0
L164,9,11,0,1,0,0,0
L164,9,11,0,0,0,1,0
L452,11,13,0,1,0,0,0
L164,11,13,0,0,0,1,0
L164,7,9,1,0,0,0,0
L114,7,9,0,0,1,0,0
L114,13,15,0,1,0,0,0
L516,13,15,0,0,0,1,0
L514,13,15,0,1,0,0,0
L114,13,15,0,0,0,1,0
L514,9,11,1,0,0,0,0
L514,9,11,0,0,1,0,0
L114,15,17,1,0,0,0,0
L114,15,17,0,0,1,0,0
L514,9,11,0,1,0,0,0
L514,9,11,0,0,0,1,0
L452,11,13,1,0,0,0,0
L452,11,13,0,0,1,0,0
L450,7,9,1,0,0,0,0
L450,7,9,0,0,1,0,0
L450,9,11,1,0,0,0,0
L450,9,11,0,0,1,0,0
L450,13,15,1,0,0,0,0
L452,13,15,0,0,1,0,0
L140,9,11,0,1,0,0,0
L464,9,11,0,0,0,1,0
L450,11,13,1,0,0,0,0
L464,11,13,0,0,1,0,0
LAC,13,15,1,0,0,0,0
LAC,13,15,0,0,1,0,0
L216,7,9,1,0,0,0,0
L216,7,9,0,0,1,0,0
L460,9,11,1,0,0,0,0
L460,9,11,0,0,1,0,0
L114,9,11,0,1,0,0,0
L140,9,11,0,0,0,1,0
L114,7,9,0,1,0,0,0
L130,7,9,0,0,0,1,0
L142,11,13,1,0,0,0,0
L460,11,13,0,0,1,0,0
L460,11,13,0,1,0,0,0
L460,11,13,0,0,0,1,0
L130,13,15,1,0,0,0,0
L114,13,15,0,0,1,0,0
L464,9,11,1,0,0,0,0
L464,9,11,0,0,1,0,0
L148,9,11,0,1,0,0,0
L148,9,11,0,0,0,1,0
IMA2,15,17,0,0,1,0,0
IMA2,15,17,0,0,0,0,1
L120,15,17,0,0,1,0,0
L120,15,17,0,0,0,0,1
L120,13,15,0,1,0,0,0
L120,13,15,0,0,0,1,0
IMA2,15,17,0,1,0,0,0
IMA2,15,17,0,0,0,1,0
L508,15,17,0,0,1,0,0
L508,15,17,0,0,0,0,1
ARTE2,15,17,0,0,1,0,0
ARTE1,15,17,0,0,0,0,1
L542,13,15,0,1,0,0,0
L542,13,15,0,0,0,1,0
L120,15,17,0,1,0,0,0
L120,15,17,0,0,0,1,0
L462,15,17,0,1,0,0,0
L462,15,17,0,0,0,1,0
L506,13,15,0,1,0,0,0
L506,13,15,0,0,0,1,0
L250,15,17,0,1,0,0,0
L234,15,17,0,0,0,1,0
SPA,11,13,0,1,0,0,0
SPA,11,13,0,0,0,1,0
F406,15,17,0,1,0,0,0
F406,15,17,0,0,0,1,0
F308,7,9,1,0,0,0,0
F308,7,9,0,0,1,0,0
DPTO,7,11,0,0,1,0,0
L514,7,9,0,1,0,0,0
L450,7,9,0,0,0,1,0
L142,7,9,1,0,0,0,0
L514,7,9,0,0,1,0,0
L460,15,17,0,1,0,0,0
L130,15,17,0,0,0,1,0
L516,15,17,1,0,0,0,0
L450,15,17,0,0,1,0,0
L130,17,19,1,0,0,0,0
L140,17,19,0,0,1,0,0
L506,13,15,0,0,0,0,1
L214,7,9,0,0,1,0,0
LAB,9,11,0,1,0,0,0
L142,13,15,1,0,0,0,0
L164,13,15,0,0,1,0,0
L130,11,13,1,0,0,0,0
L130,11,13,0,0,1,0,0
L130,9,13,0,0,0,0,1
L140,15,17,0,1,0,0,0
L142,9,11,1,0,0,0,0
L164,9,11,0,0,1,0,0
L148,11,13,1,0,0,0,0
L148,11,13,0,0,1,0,0
L464,15,17,0,0,0,1,0
L460,13,15,1,0,0,0,0
L130,13,15,0,0,1,0,0
L450,13,15,0,1,0,0,0
L450,13,15,0,0,0,1,0
L164,9,11,1,0,0,0,0
L516,9,11,0,0,1,0,0
L118,11,13,1,0,0,0,0
L514,11,13,0,0,1,0,0
L480,11,13,0,1,0,0,0
L142,13,16,0,0,1,0,0
L582,13,16,0,1,0,0,0
L570,16,19,0,1,0,0,0
L582,16,19,1,0,0,0,0
L570,16,19,0,0,0,1,0
L582,13,16,0,0,0,1,0
L130,16,19,0,0,1,0,0
L664,13,16,0,1,0,0,0
L528,16,19,0,0,1,0,0
F408,13,16,1,0,0,0,0
K617,16,19,0,1,0,0,0
L581,13,16,0,1,0,0,0
L581,16,19,0,0,0,0,1
F301A,13,16,0,1,0,0,0
L581,16,19,0,1,0,0,0
K618,13,16,1,0,0,0,0
L581,13,16,0,0,0,1,0
DPTO,9,12,0,0,0,0,1
L250,16,19,0,0,0,1,0
L581,13,16,0,0,1,0,0
L581,16,19,0,0,1,0,0
K126,16,19,1,0,0,0,0
L582,16,19,0,0,1,0,0
K124,16,19,1,0,0,0,0
L664,13,16,0,0,0,0,1
L142,15,17,0,1,0,0,0
L514,15,17,0,0,0,1,0
L270,15,17,0,1,0,0,0
L856,11,13,1,0,0,0,0
L856,13,15,0,0,1,0,0
L856,9,11,0,1,0,0,0
L154,13,15,0,0,0,0,1
